DATA,DOCUMENTO,LOCALIZADOR DO GASTO,FASE,ESPÉCIE,Favorecido,UF DO FAVORECIDO,UG,Unidade Orcamentária,Órgão,Órgão Superior,VALOR,Grupo de Despesa,Elemento de Despesa,Modalidade de Despesa,Plano Orçamentário,Autor Emenda,Unnamed: 17
15/12/2021,530023000012021NE000463,0001 - NACIONAL,Empenho,Não se aplica,88.427.018/0001-15 - MUNICIPIO DE TAVARES,RS,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"240.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000464,0001 - NACIONAL,Empenho,Não se aplica,10.221.760/0001-82 - MUNICIPIO DE TRAIRAO,PA,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"188.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000465,0001 - NACIONAL,Empenho,Não se aplica,41.611.716/0001-02 - MUNICIPIO DE BEQUIMAO,MA,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"960.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000466,0001 - NACIONAL,Empenho,Não se aplica,37.212.719/0001-04 - MUNICIPIO DE NOVA ALVORADA DO SUL,MS,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"240.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000467,0001 - NACIONAL,Empenho,Não se aplica,03.681.582/0001-07 - MUNICIPIO DE RIO BRILHANTE,MS,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"288.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000469,0001 - NACIONAL,Empenho,Não se aplica,25.004.771/0001-88 - MUNICIPIO DE TROMBAS,GO,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"96.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000471,0001 - NACIONAL,Empenho,Não se aplica,04.873.600/0001-15 - MUNICIPIO DE AUGUSTO CORREA,PA,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"288.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000473,0001 - NACIONAL,Empenho,Não se aplica,03.107.539/0001-32 - MUNICIPIO DE PORTO MURTINHO,MS,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"384.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000480,0001 - NACIONAL,Empenho,Não se aplica,01.310.499/0001-04 - MUNICIPIO DE CLAUDIA,MT,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"288.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000481,0001 - NACIONAL,Empenho,Não se aplica,03.330.453/0001-74 - MUNICIPIO DE LADARIO,MS,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"288.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
15/12/2021,530023000012021NE000483,0001 - NACIONAL,Empenho,Não se aplica,24.858.102/0001-00 - MUNICIPIO DE PALESTINA DE GOIAS,GO,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"96.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000487,0001 - NACIONAL,Empenho,Não se aplica,01.617.317/0001-34 - MUNICIPIO DE SAPUCAIA,PA,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"192.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000494,0001 - NACIONAL,Empenho,Não se aplica,27.104.363/0001-23 - MUNICIPIO DE ITARANA,ES,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"310.080,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000496,0001 - NACIONAL,Empenho,Não se aplica,39.228.739/0001-90 - MUNICIPIO DE CARDOSO MOREIRA,RJ,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"719.280,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000497,0001 - NACIONAL,Empenho,Não se aplica,87.615.449/0001-42 - MUNICIPIO DE TAPEJARA,RS,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"240.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000498,0001 - NACIONAL,Empenho,Não se aplica,22.681.423/0001-57 - MUNICIPIO DE FRANCISCO SA,MG,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"240.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000501,0001 - NACIONAL,Empenho,Não se aplica,08.162.687/0001-73 - MUNICIPIO DE GOIANINHA,RN,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"240.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000502,0001 - NACIONAL,Empenho,Não se aplica,01.612.441/0001-07 - MUNICIPIO DE BELA VISTA DO CAROBA,PR,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"336.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000514,0001 - NACIONAL,Empenho,Não se aplica,83.102.244/0001-02 - MUNICIPIO DE GASPAR,SC,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"192.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000515,0001 - NACIONAL,Empenho,Não se aplica,01.126.143/0001-07 - MUNICIPIO DE CAMPOS BELOS,GO,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"336.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000517,0001 - NACIONAL,Empenho,Não se aplica,27.174.135/0001-20 - MUNICIPIO DE GUACUI,ES,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"304.579,20",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000518,0001 - NACIONAL,Empenho,Não se aplica,17.935.396/0001-61 - MUNICIPIO DE CAMANDUCAIA,MG,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"288.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000520,0001 - NACIONAL,Empenho,Não se aplica,19.279.827/0001-04 - MUNICIPIO DE CARANGOLA,MG,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"419.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000521,0001 - NACIONAL,Empenho,Não se aplica,92.406.180/0001-24 - MUNICIPIO DE ERNESTINA,RS,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"288.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000522,0001 - NACIONAL,Empenho,Não se aplica,16.784.720/0001-25 - MUNICIPIO DE FORMIGA,MG,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"211.200,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000523,0001 - NACIONAL,Empenho,Não se aplica,76.105.568/0001-39 - MUNICIPIO DE QUATRO BARRAS,PR,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"336.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000524,0001 - NACIONAL,Empenho,Não se aplica,27.082.403/0001-83 - MUNICIPIO DE MUQUI,ES,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"240.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000525,0001 - NACIONAL,Empenho,Não se aplica,45.122.942/0001-80 - MUNICIPIO DE PINDORAMA,SP,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"864.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000528,0001 - NACIONAL,Empenho,Não se aplica,22.646.525/0001-31 - MUNICIPIO DE MONTE SIAO,MG,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"288.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000529,0001 - NACIONAL,Empenho,Não se aplica,87.893.111/0001-52 - MUNICIPIO DE SAO LOURENCO DO SUL,RS,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"672.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000530,0001 - NACIONAL,Empenho,Não se aplica,27.082.403/0001-83 - MUNICIPIO DE MUQUI,ES,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"310.080,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000531,0001 - NACIONAL,Empenho,Não se aplica,76.105.527/0001-42 - MUNICIPIO DE BALSA NOVA,PR,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"336.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000532,0001 - NACIONAL,Empenho,Não se aplica,27.165.588/0001-90 - MUNICIPIO DE CACHOEIRO DE ITAPEMIRIM,ES,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"192.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000535,0001 - NACIONAL,Empenho,Não se aplica,04.056.248/0001-25 - MUNICIPIO DE SAO JOAO DA BALIZA,RR,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"672.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000536,0001 - NACIONAL,Empenho,Não se aplica,22.855.167/0001-77 - MUNICIPIO DE SAO MIGUEL DO GUAPORE,RO,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"420.400,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000537,0001 - NACIONAL,Empenho,Não se aplica,04.202.280/0001-71 - MUNICIPIO DE NOVA NAZARE,MT,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"288.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
16/12/2021,530023000012021NE000539,0001 - NACIONAL,Empenho,Não se aplica,10.249.381/0001-09 - MUNICIPIO DE SANTA MARIA DAS BARREIRAS,PA,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"192.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
17/12/2021,530023000012021NS002323,0001 - NACIONAL,Liquidação,Não se aplica,08.080.210/0001-49 - MUNICIPIO DE SAO TOME,RN,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,-,4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
20/12/2021,530023000012021NE000566,0001 - NACIONAL,Empenho,Não se aplica,76.958.966/0001-06 - MUNICIPIO DE ARAPONGAS,PR,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"341.500,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
20/12/2021,530023000012021NE000567,0001 - NACIONAL,Empenho,Não se aplica,29.172.467/0001-09 - MUNICIPIO DE ANGRA DOS REIS,RJ,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"311.850,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
20/12/2021,530023000012021NE000568,0001 - NACIONAL,Empenho,Não se aplica,11.040.888/0001-02 - MUNICIPIO DE GRANITO,PE,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"1.171.200,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
20/12/2021,530023000012021NE000569,0001 - NACIONAL,Empenho,Não se aplica,31.726.490/0001-31 - MUNICIPIO DE IBITIRAMA,ES,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"240.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
20/12/2021,530023000012021NE000570,0001 - NACIONAL,Empenho,Não se aplica,01.596.018/0001-60 - MUNICIPIO DE TAMANDARE,PE,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"346.500,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
20/12/2021,530023000012021NE000571,0001 - NACIONAL,Empenho,Não se aplica,18.192.898/0001-02 - MUNICIPIO DE SANTA RITA DO SAPUCAI,MG,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"211.200,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
20/12/2021,530023000012021NE000572,0001 - NACIONAL,Empenho,Não se aplica,75.743.377/0001-30 - MUNICIPIO DE ASTORGA,PR,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"96.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
20/12/2021,530023000012021NE000573,0001 - NACIONAL,Empenho,Não se aplica,02.922.128/0001-38 - MUNICIPIO DE JUSSARA,GO,SECRETARIA NAC. MOBIL. DESENV. REG. E URBANO,MINISTERIO DO DESENVOLVIMENTO REGIONAL,Ministério do Desenvolvimento Regional - Unidades com vínculo direto,Ministério do Desenvolvimento Regional,"96.000,00",4 - Investimentos,42 - Auxílios,40 - Transferências a Municípios,0000 - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO - DESPESAS DIVERSAS,8100 - RELATOR GERAL,
